id,max_,mean_,median_,min_,std_,wealth
283.0,0.0,0.0,0.0,0.0,0.0,-0.22707
284.0,0.0,0.0,0.0,0.0,0.0,-0.33247
285.0,0.0,0.0,0.0,0.0,0.0,-0.50067
286.0,0.0,0.0,0.0,0.0,0.0,-0.39013000000000003
287.0,0.0,0.0,0.0,0.0,0.0,-0.32089500000000004
288.0,0.0,0.0,0.0,0.0,0.0,-0.43148500000000006
289.0,6.0,0.06,0.0,0.0,0.5969924622639718,-0.35488000000000003
290.0,0.0,0.0,0.0,0.0,0.0,-0.338035
291.0,22.0,3.6,0.0,0.0,5.304714883949938,-0.429205
292.0,0.0,0.0,0.0,0.0,0.0,-0.36339
293.0,0.0,0.0,0.0,0.0,0.0,0.70122
294.0,6.0,0.48,0.0,0.0,1.6277591959500641,-0.03547
295.0,0.0,0.0,0.0,0.0,0.0,-0.5322100000000001
296.0,0.0,0.0,0.0,0.0,0.0,-0.538205
297.0,18.0,6.71,7.0,0.0,4.425596005059658,0.9596049999999999
298.0,0.0,0.0,0.0,0.0,0.0,-0.16349999999999998
299.0,0.0,0.0,0.0,0.0,0.0,-0.37711
300.0,0.0,0.0,0.0,0.0,0.0,-0.3192
301.0,0.0,0.0,0.0,0.0,0.0,-0.24661999999999998
302.0,18.0,3.55,0.0,0.0,4.71884519771522,0.302255
303.0,62.0,38.64,40.0,8.0,17.372115587918472,2.3196700000000003
304.0,0.0,0.0,0.0,0.0,0.0,-0.44288
305.0,0.0,0.0,0.0,0.0,0.0,-0.291075
306.0,0.0,0.0,0.0,0.0,0.0,-0.47963
307.0,0.0,0.0,0.0,0.0,0.0,-0.46091000000000004
308.0,62.0,30.11,24.5,6.0,19.92580989571064,0.43183
309.0,0.0,0.0,0.0,0.0,0.0,-1.05928
310.0,40.0,7.37,6.5,0.0,8.144513490688071,-0.15471500000000002
311.0,0.0,0.0,0.0,0.0,0.0,-0.42186
312.0,0.0,0.0,0.0,0.0,0.0,-0.43099
313.0,0.0,0.0,0.0,0.0,0.0,-0.17455
314.0,0.0,0.0,0.0,0.0,0.0,-0.47908999999999996
315.0,6.0,0.06,0.0,0.0,0.596992462263972,-0.42116499999999996
316.0,0.0,0.0,0.0,0.0,0.0,-0.58023
317.0,0.0,0.0,0.0,0.0,0.0,-0.49840500000000004
318.0,0.0,0.0,0.0,0.0,0.0,-0.61488
319.0,0.0,0.0,0.0,0.0,0.0,-0.39554
320.0,0.0,0.0,0.0,0.0,0.0,-0.568465
321.0,59.0,20.02,13.0,0.0,16.2456024819026,0.40299
322.0,0.0,0.0,0.0,0.0,0.0,-0.525015
323.0,0.0,0.0,0.0,0.0,0.0,-0.5166149999999999
324.0,6.0,0.06,0.0,0.0,0.5969924622639718,-0.44001999999999997
325.0,7.0,0.84,0.0,0.0,2.1804586673450155,-0.32385
326.0,7.0,0.25,0.0,0.0,1.2278029157808674,-0.334285
327.0,0.0,0.0,0.0,0.0,0.0,-0.2405
328.0,0.0,0.0,0.0,0.0,0.0,-0.2294
329.0,62.0,33.32,31.0,7.0,19.729612261775443,2.76322
330.0,0.0,0.0,0.0,0.0,0.0,-0.27321999999999996
331.0,0.0,0.0,0.0,0.0,0.0,-0.39614
332.0,0.0,0.0,0.0,0.0,0.0,-0.4299
333.0,0.0,0.0,0.0,0.0,0.0,-0.50936
334.0,0.0,0.0,0.0,0.0,0.0,-0.5570350000000001
335.0,0.0,0.0,0.0,0.0,0.0,-0.45419
336.0,8.0,1.44,0.0,0.0,2.7251421981247153,0.57939
337.0,12.0,3.06,0.0,0.0,4.342395652171736,-0.333785
338.0,0.0,0.0,0.0,0.0,0.0,-0.314345
339.0,6.0,0.48,0.0,0.0,1.6277591959500641,-0.34575
340.0,0.0,0.0,0.0,0.0,0.0,-0.34319
341.0,0.0,0.0,0.0,0.0,0.0,-0.382225
342.0,11.0,3.6,0.0,0.0,4.037325847637271,-0.368925
343.0,0.0,0.0,0.0,0.0,0.0,-0.13848
344.0,7.0,0.57,0.0,0.0,1.8179933993279513,-0.036539999999999996
345.0,0.0,0.0,0.0,0.0,0.0,-0.27234
346.0,0.0,0.0,0.0,0.0,0.0,-0.46763000000000005
347.0,0.0,0.0,0.0,0.0,0.0,-0.59597
348.0,6.0,0.18,0.0,0.0,1.0235233265539194,-0.56284
349.0,0.0,0.0,0.0,0.0,0.0,-0.44
350.0,0.0,0.0,0.0,0.0,0.0,-0.27731500000000003
351.0,0.0,0.0,0.0,0.0,0.0,0.067665
352.0,0.0,0.0,0.0,0.0,0.0,-0.6461049999999999
353.0,0.0,0.0,0.0,0.0,0.0,-0.45333999999999997
354.0,0.0,0.0,0.0,0.0,0.0,-0.111515
355.0,62.0,28.03,21.0,0.0,19.37134739763861,0.4399
356.0,0.0,0.0,0.0,0.0,0.0,-0.54481
357.0,0.0,0.0,0.0,0.0,0.0,-0.51741
358.0,0.0,0.0,0.0,0.0,0.0,-0.50881
359.0,0.0,0.0,0.0,0.0,0.0,-0.44018999999999997
360.0,6.0,0.06,0.0,0.0,0.5969924622639718,-0.54981
361.0,0.0,0.0,0.0,0.0,0.0,-0.32879
362.0,0.0,0.0,0.0,0.0,0.0,-0.5657949999999999
363.0,0.0,0.0,0.0,0.0,0.0,-0.318705
364.0,6.0,0.18,0.0,0.0,1.023523326553919,-0.16721
365.0,11.0,2.87,0.0,0.0,3.933586150067137,-1.0489350000000002
366.0,0.0,0.0,0.0,0.0,0.0,-0.328025
367.0,0.0,0.0,0.0,0.0,0.0,-0.38121
368.0,61.0,21.89,15.0,0.0,16.67866601380338,0.73583
369.0,0.0,0.0,0.0,0.0,0.0,-0.3549
370.0,7.0,0.2,0.0,0.0,1.140175425099138,-0.30396
371.0,0.0,0.0,0.0,0.0,0.0,-0.441275
372.0,0.0,0.0,0.0,0.0,0.0,-0.4404
373.0,31.0,9.56,8.0,0.0,5.980501651199504,1.062415
374.0,0.0,0.0,0.0,0.0,0.0,-0.447555
375.0,61.0,18.17,10.0,0.0,17.827537687521513,0.92205
376.0,0.0,0.0,0.0,0.0,0.0,-0.432935
377.0,0.0,0.0,0.0,0.0,0.0,-0.394385
378.0,0.0,0.0,0.0,0.0,0.0,-0.21552
379.0,0.0,0.0,0.0,0.0,0.0,-0.46644
380.0,0.0,0.0,0.0,0.0,0.0,-0.10305
381.0,62.0,36.93,36.5,8.0,19.112956338567827,2.5563599999999997
382.0,0.0,0.0,0.0,0.0,0.0,-0.398665
383.0,62.0,19.3,11.0,0.0,17.93571855265353,4.46392
384.0,0.0,0.0,0.0,0.0,0.0,-0.5451199999999999
385.0,7.0,0.68,0.0,0.0,2.043917806566595,-0.5038400000000001
386.0,0.0,0.0,0.0,0.0,0.0,-0.65856
387.0,0.0,0.0,0.0,0.0,0.0,-0.208475
388.0,0.0,0.0,0.0,0.0,0.0,-0.34955
389.0,6.0,0.06,0.0,0.0,0.596992462263972,-0.6504049999999999
390.0,62.0,40.68,47.5,8.0,18.813760921198078,2.3567150000000003
391.0,0.0,0.0,0.0,0.0,0.0,-0.33183
392.0,0.0,0.0,0.0,0.0,0.0,-0.398055
393.0,12.0,4.74,6.0,0.0,4.286303768983249,0.82452
394.0,11.0,3.57,0.0,0.0,3.99563511847616,1.354425
395.0,0.0,0.0,0.0,0.0,0.0,-0.39188
396.0,6.0,0.72,0.0,0.0,1.9497692171126304,-0.322915
397.0,0.0,0.0,0.0,0.0,0.0,-0.5965
398.0,0.0,0.0,0.0,0.0,0.0,-0.3239
399.0,0.0,0.0,0.0,0.0,0.0,0.014819999999999998
400.0,0.0,0.0,0.0,0.0,0.0,-0.34700000000000003
401.0,62.0,32.14,29.0,6.0,19.544318867640282,1.40751
402.0,62.0,38.08,40.0,8.0,17.792515280308177,1.5958299999999999
403.0,0.0,0.0,0.0,0.0,0.0,-0.46381999999999995
404.0,0.0,0.0,0.0,0.0,0.0,-0.49018
405.0,0.0,0.0,0.0,0.0,0.0,-0.53891
406.0,9.0,0.69,0.0,0.0,2.207691101581016,-0.325885
407.0,0.0,0.0,0.0,0.0,0.0,-0.52488
408.0,0.0,0.0,0.0,0.0,0.0,-0.503285
409.0,0.0,0.0,0.0,0.0,0.0,-0.35113
410.0,6.0,0.3,0.0,0.0,1.3076696830622023,-0.420465
411.0,62.0,29.77,24.5,6.0,20.44644467872104,2.154725
412.0,7.0,0.51,0.0,0.0,1.7349063375294933,-0.32582
413.0,11.0,2.41,0.0,0.0,3.7897097514189655,-0.49692
414.0,0.0,0.0,0.0,0.0,0.0,-0.42302
415.0,0.0,0.0,0.0,0.0,0.0,-0.290605
416.0,0.0,0.0,0.0,0.0,0.0,-0.44763500000000006
417.0,62.0,37.52,40.0,7.0,18.267172742381344,2.0418000000000003
418.0,0.0,0.0,0.0,0.0,0.0,-0.466925
419.0,62.0,44.09,47.5,11.0,15.278151066146714,2.475315
420.0,8.0,1.18,0.0,0.0,2.5313237643572974,-0.39845
421.0,0.0,0.0,0.0,0.0,0.0,-0.482365
422.0,0.0,0.0,0.0,0.0,0.0,-0.5611349999999999
423.0,48.0,16.36,10.5,0.0,12.769902113955299,1.60997
424.0,62.0,44.87,50.0,11.0,15.618998047250024,2.8979350000000004
425.0,0.0,0.0,0.0,0.0,0.0,-0.38999
426.0,0.0,0.0,0.0,0.0,0.0,-0.19768
427.0,0.0,0.0,0.0,0.0,0.0,1.17187
428.0,0.0,0.0,0.0,0.0,0.0,-0.53615
429.0,0.0,0.0,0.0,0.0,0.0,-0.40229499999999996
430.0,6.0,0.12,0.0,0.0,0.84,-0.6273599999999999
431.0,0.0,0.0,0.0,0.0,0.0,-0.30592
432.0,0.0,0.0,0.0,0.0,0.0,-0.407585
433.0,0.0,0.0,0.0,0.0,0.0,-0.28935500000000003
434.0,11.0,2.59,0.0,0.0,3.870645940925107,-0.9725600000000001
435.0,0.0,0.0,0.0,0.0,0.0,-0.44131000000000004
436.0,0.0,0.0,0.0,0.0,0.0,-0.415155
437.0,0.0,0.0,0.0,0.0,0.0,-0.19954000000000002
438.0,11.0,2.35,0.0,0.0,3.782525611281437,-0.206655
439.0,8.0,2.2,0.0,0.0,3.159113799786263,-0.44176000000000004
440.0,0.0,0.0,0.0,0.0,0.0,-0.43531000000000003
441.0,0.0,0.0,0.0,0.0,0.0,-0.20395
442.0,0.0,0.0,0.0,0.0,0.0,-0.5574100000000001
443.0,62.0,36.22,35.5,8.0,17.46229080046487,2.7150350000000003
444.0,0.0,0.0,0.0,0.0,0.0,-0.230185
445.0,0.0,0.0,0.0,0.0,0.0,-0.49445500000000003
446.0,0.0,0.0,0.0,0.0,0.0,-0.33651
447.0,6.0,0.12,0.0,0.0,0.84,-0.25624
448.0,0.0,0.0,0.0,0.0,0.0,-0.48465
449.0,0.0,0.0,0.0,0.0,0.0,-0.475155
450.0,7.0,0.07,0.0,0.0,0.6964912059746339,-0.409035
451.0,0.0,0.0,0.0,0.0,0.0,-0.46056499999999995
452.0,0.0,0.0,0.0,0.0,0.0,-0.17944000000000002
453.0,0.0,0.0,0.0,0.0,0.0,-0.27360999999999996
454.0,0.0,0.0,0.0,0.0,0.0,-0.330225
455.0,0.0,0.0,0.0,0.0,0.0,-0.36557
456.0,0.0,0.0,0.0,0.0,0.0,-0.29715
457.0,0.0,0.0,0.0,0.0,0.0,-0.4232
458.0,0.0,0.0,0.0,0.0,0.0,-0.308775
459.0,8.0,0.8,0.0,0.0,2.181742422927143,-0.024985
460.0,62.0,33.88,31.5,7.0,18.829381296261435,1.780695
461.0,62.0,29.42,22.0,0.0,20.082918114656547,2.547345
462.0,0.0,0.0,0.0,0.0,0.0,-0.522915
463.0,0.0,0.0,0.0,0.0,0.0,-0.40975
464.0,14.0,3.86,0.0,0.0,4.438513264596604,-0.316415
465.0,0.0,0.0,0.0,0.0,0.0,-0.50576
466.0,0.0,0.0,0.0,0.0,0.0,-0.10028
467.0,7.0,0.93,0.0,0.0,2.311947231231717,0.12370999999999999
468.0,7.0,0.62,0.0,0.0,1.8642961138188323,-0.5723550000000001
469.0,0.0,0.0,0.0,0.0,0.0,-0.42667
470.0,0.0,0.0,0.0,0.0,0.0,-0.45228
471.0,0.0,0.0,0.0,0.0,0.0,-0.602765
472.0,0.0,0.0,0.0,0.0,0.0,-0.07872
473.0,0.0,0.0,0.0,0.0,0.0,-0.180235
474.0,6.0,0.18,0.0,0.0,1.0235233265539194,-0.5195350000000001
475.0,0.0,0.0,0.0,0.0,0.0,-0.413445
476.0,6.0,0.12,0.0,0.0,0.8400000000000001,-0.44463
477.0,61.0,24.96,19.5,0.0,16.514187839551784,-0.04091
478.0,0.0,0.0,0.0,0.0,0.0,-0.39664
479.0,0.0,0.0,0.0,0.0,0.0,-0.6496350000000001
480.0,11.0,2.11,0.0,0.0,3.566216482492335,-0.41096000000000005
481.0,61.0,21.89,15.0,0.0,16.67866601380338,2.432185
482.0,0.0,0.0,0.0,0.0,0.0,-0.25738
483.0,0.0,0.0,0.0,0.0,0.0,-0.369555
484.0,0.0,0.0,0.0,0.0,0.0,-0.5654950000000001
485.0,0.0,0.0,0.0,0.0,0.0,-0.29723
486.0,0.0,0.0,0.0,0.0,0.0,-0.14447000000000002
487.0,0.0,0.0,0.0,0.0,0.0,-0.38766999999999996
488.0,0.0,0.0,0.0,0.0,0.0,-0.52431
489.0,0.0,0.0,0.0,0.0,0.0,-0.388025
490.0,8.0,2.2,0.0,0.0,3.159113799786263,0.32809
491.0,0.0,0.0,0.0,0.0,0.0,-0.27855
492.0,0.0,0.0,0.0,0.0,0.0,-0.31016
